name,auc,ks,gini,n,bad_rate
XGBoost-Single-White,0.7543989483517739,0.3843068700063461,0.5087978967035478,4849,0.02206640544442153
XGBoost-Dual-White,0.8025715715991912,0.49812374604350856,0.6051431431983825,4849,0.02206640544442153
LightGBM-Single-White,0.757588777163309,0.3777596897085893,0.5151775543266179,4849,0.02206640544442153
LightGBM-Dual-White,0.8010697800919994,0.4656578516892198,0.6021395601839987,4849,0.02206640544442153
DecisionTree-Single-White,0.6532556553684119,0.3065113107368238,0.3065113107368238,4849,0.02206640544442153
DecisionTree-Dual-White,0.7299573901149797,0.309914977315459,0.45991478022995946,4849,0.02206640544442153
